tripId,delay
0003167942019091220200610,0.0
0003168102019091220200610,0.0
0003168112019091220200610,0.0
0003168122019091220200610,0.0
0003168132019091220200610,0.0
0003168142019091220200610,0.0
0003168152019091220200610,0.0
0003168162019091220200610,0.0
0003168172019091220200610,0.0
0003168182019091220200610,0.0
0003168192019091220200610,0.0
0003168202019091220200610,0.0
0003168212019091220200610,0.0
0003168222019091220200610,0.0
0003168232019091220200610,0.0
0003168242019091220200610,0.0
0003168252019091220200610,0.0
0003168412019091220200610,0.0
0003168422019091220200610,0.0
0003168432019091220200610,0.0
0003168442019091220200610,0.0
0003168452019091220200610,0.0
0003168462019091220200610,0.0
0003168472019091220200610,0.0
0003168482019091220200610,0.0
0003168492019091220200610,0.0
0003168502019091220200610,0.0
0003168512019091220200610,0.0
0003168522019091220200610,0.0
0003168532019091220200610,0.0
0003168542019091220200610,0.0
0003168552019091220200610,0.0
0003168562019091220200610,0.0
0003161822019091220200610,0.0
0003161682019091220200610,0.0
0003161832019091220200610,0.0
0003161692019091220200610,0.0
0003161842019091220200610,0.0
0003161702019091220200610,0.0
0003161852019091220200610,0.0
0003161712019091220200610,0.0
0003161862019091220200610,0.0
0003161722019091220200610,0.0
0003161872019091220200610,0.0
0003161732019091220200610,0.0
0003161882019091220200610,0.0
0003161742019091220200610,0.0
0003161892019091220200610,0.0
0003161752019091220200610,0.0
0003161902019091220200610,0.0
0003161762019091220200610,0.0
0003161912019091220200610,0.0
0003161772019091220200610,0.0
0003161922019091220200610,0.0
0003161782019091220200610,0.0
0003161932019091220200610,0.0
0003161792019091220200610,0.0
0003161942019091220200610,0.0
0003161802019091220200610,0.0
0003161952019091220200610,0.0
0003161812019091220200610,0.0
0003161982019091220200610,0.0
0003170352019091220200610,0.0
0003170342019091220200610,0.0
0003170082019091220200610,0.0
0003170332019091220200610,0.0
0003170092019091220200610,0.0
0003170212019091220200610,0.0
0003170102019091220200610,0.0
0003170222019091220200610,0.0
0003170112019091220200610,0.0
0003170232019091220200610,0.0
0003170122019091220200610,0.0
0003170242019091220200610,0.0
0003170132019091220200610,0.0
0003170252019091220200610,0.0
0003170142019091220200610,0.0
0003170262019091220200610,0.0
0003170152019091220200610,0.0
0003170272019091220200610,0.0
0003170162019091220200610,0.0
0003170282019091220200610,0.0
0003170172019091220200610,0.0
0003170292019091220200610,0.0
0003170182019091220200610,0.0
0003170302019091220200610,0.0
0003170192019091220200610,0.0
0003170312019091220200610,0.0
0003170202019091220200610,0.0
0003170322019091220200610,0.0
0003170372019091220200610,0.0
0003161462019091220200610,0.0
0003161472019091220200610,-1.0
0003161482019091220200610,1.0
0003161492019091220200610,0.0
0003161502019091220200610,-1.0
0003161512019091220200610,0.0
0003161522019091220200610,1.0
0003161532019091220200610,2.0
0003161542019091220200610,1.0
0003161552019091220200610,-1.0
0003169982019091220200610,0.0
0003169992019091220200610,0.0
0003161572019091220200610,0.0
0003161582019091220200610,0.0
0003161592019091220200610,0.0
0003161602019091220200610,0.0
0003161612019091220200610,0.0
0003161622019091220200610,0.0
0003161632019091220200610,0.0
0003161642019091220200610,0.0
0003161652019091220200610,0.0
0003161662019091220200610,0.0
0003170012019091220200610,0.0
0003170022019091220200610,0.0
0003160442019091220200610,0.0
0003169682019091220200610,0.0
0003169692019091220200610,0.0
0003169702019091220200610,0.0
0003169712019091220200610,0.0
0003169722019091220200610,0.0
0003169732019091220200610,0.0
0003169742019091220200610,0.0
0003169752019091220200610,0.0
0003169762019091220200610,0.0
0003169772019091220200610,0.0
0003169782019091220200610,0.0
0003169792019091220200610,0.0
0003169802019091220200610,0.0
0003169812019091220200610,0.0
0003160472019091220200610,0.0
0003170892019091220200610,0.0
0003169392019091220200610,0.0
0003169522019091220200610,0.0
0003169402019091220200610,0.0
0003169572019091220200610,0.0
0003169482019091220200610,0.0
0003169642019091220200610,0.0
0003169442019091220200610,0.0
0003169532019091220200610,0.0
0003169412019091220200610,0.0
0003169582019091220200610,0.0
0003169492019091220200610,0.0
0003169632019091220200610,0.0
0003169452019091220200610,0.0
0003169542019091220200610,0.0
0003169422019091220200610,0.0
0003169592019091220200610,0.0
0003169502019091220200610,0.0
0003169622019091220200610,0.0
0003169462019091220200610,0.0
0003169552019091220200610,0.0
0003169432019091220200610,0.0
0003169602019091220200610,0.0
0003169512019091220200610,0.0
0003169612019091220200610,0.0
0003169472019091220200610,0.0
0003169562019091220200610,0.0
0003168932019091220200610,0.0
0003168742019091220200610,0.0
0003168752019091220200610,0.0
0003168762019091220200610,0.0
0003168772019091220200610,0.0
0003168782019091220200610,0.0
0003168792019091220200610,0.0
0003168802019091220200610,0.0
0003168812019091220200610,0.0
0003168822019091220200610,0.0
0003168832019091220200610,0.0
0003168842019091220200610,0.0
0003168852019091220200610,0.0
0003168862019091220200610,0.0
0003168872019091220200610,0.0
0003168882019091220200610,0.0
0003161302019091220200610,0.0
0003161312019091220200610,0.0
0003161322019091220200610,0.0
0003161332019091220200610,0.0
0003161342019091220200610,0.0
0003161352019091220200610,0.0
0003161362019091220200610,0.0
0003161372019091220200610,0.0
0003161382019091220200610,0.0
0003161392019091220200610,0.0
0003161402019091220200610,0.0
0003161412019091220200610,0.0
0003161422019091220200610,0.0
0003161432019091220200610,0.0
0003161442019091220200610,0.0
0003170042019091220200610,0.0
0003169972019091220200610,0.0
0003161152019091220200610,0.0
0003161162019091220200610,0.0
0003161172019091220200610,0.0
0003161182019091220200610,0.0
0003161192019091220200610,0.0
0003161202019091220200610,0.0
0003161212019091220200610,0.0
0003161222019091220200610,0.0
0003161232019091220200610,0.0
0003161242019091220200610,0.0
0003161252019091220200610,0.0
0003161262019091220200610,0.0
0003161272019091220200610,0.0
0003161282019091220200610,0.0
0003161292019091220200610,0.0
0003169822019091220200610,0.0
0003169832019091220200610,0.0
0003169842019091220200610,0.0
0003169852019091220200610,0.0
0003169862019091220200610,0.0
0003169872019091220200610,0.0
0003169882019091220200610,0.0
0003169892019091220200610,0.0
0003169902019091220200610,0.0
0003169912019091220200610,0.0
0003169922019091220200610,0.0
0003169932019091220200610,0.0
0003169942019091220200610,0.0
0003169952019091220200610,0.0
0003169962019091220200610,0.0
0003160482019091220200610,2.0
0003160322019091220200610,0.0
0003160142019091220200610,0.0
0003160222019091220200610,0.0
0003160332019091220200610,0.0
0003160062019091220200610,0.0
0003160152019091220200610,0.0
0003160232019091220200610,0.0
0003160342019091220200610,0.0
0003160072019091220200610,0.0
0003160162019091220200610,0.0
0003160242019091220200610,0.0
0003160352019091220200610,0.0
0003160082019091220200610,0.0
0003160172019091220200610,0.0
0003160252019091220200610,0.0
0003160362019091220200610,0.0
0003160092019091220200610,0.0
0003160182019091220200610,0.0
0003160262019091220200610,0.0
0003160372019091220200610,0.0
0003160102019091220200610,0.0
0003160192019091220200610,0.0
0003160272019091220200610,0.0
0003160382019091220200610,0.0
0003160112019091220200610,0.0
0003160282019091220200610,0.0
0003160292019091220200610,0.0
0003184472019091220200610,0.0
0003184422019091220200610,0.0
0003184432019091220200610,0.0
0003183822019091220200610,0.0
0003183832019091220200610,0.0
0003183842019091220200610,0.0
0003183772019091220200610,0.0
0003183852019091220200610,0.0
0003183782019091220200610,0.0
0003183862019091220200610,0.0
0003183792019091220200610,0.0
0003183872019091220200610,0.0
0003160452019091220200610,0.0
0003184012019091220200610,0.0
0003184022019091220200610,0.0
0003184032019091220200610,0.0
0003184052019091220200610,0.0
0003184072019091220200610,0.0
0003184092019091220200610,0.0
0003183912019091220200610,0.0
0003183932019091220200610,0.0
0003183942019091220200610,0.0
0003183962019091220200610,0.0
0003183982019091220200610,0.0
0003184002019091220200610,0.0
0003183902019091220200610,0.0
0003184452019091220200610,0.0
0003183922019091220200610,0.0
0003184462019091220200610,0.0
0003183762019091220200610,0.0
0003183952019091220200610,0.0
0003183802019091220200610,0.0
0003183972019091220200610,0.0
0003184482019091220200610,0.0
0003183992019091220200610,0.0
0003161992019091220200610,0.0
0003170402019091220200610,0.0
0003170552019091220200610,0.0
0003170392019091220200610,0.0
0003170562019091220200610,0.0
0003170412019091220200610,0.0
0003170572019091220200610,0.0
0003170422019091220200610,0.0
0003170582019091220200610,0.0
0003170432019091220200610,0.0
0003170592019091220200610,0.0
0003170442019091220200610,0.0
0003170602019091220200610,0.0
0003170452019091220200610,0.0
0003170612019091220200610,0.0
0003170462019091220200610,0.0
0003170622019091220200610,0.0
0003170472019091220200610,0.0
0003170632019091220200610,0.0
0003170482019091220200610,0.0
0003170642019091220200610,0.0
0003170492019091220200610,0.0
0003170652019091220200610,0.0
0003170502019091220200610,0.0
0003170662019091220200610,0.0
0003170512019091220200610,0.0
0003170672019091220200610,0.0
0003170522019091220200610,0.0
0003170532019091220200610,0.0
0003170542019091220200610,0.0
0003170002019091220200610,0.0
0003162902019091220200610,0.0
0003162752019091220200610,0.0
0003162822019091220200610,0.0
0003162912019091220200610,0.0
0003162692019091220200610,0.0
0003162762019091220200610,0.0
0003162832019091220200610,0.0
0003162922019091220200610,0.0
0003162702019091220200610,0.0
0003162772019091220200610,0.0
0003162842019091220200610,0.0
0003162932019091220200610,0.0
0003162712019091220200610,0.0
0003162782019091220200610,0.0
0003162852019091220200610,0.0
0003162942019091220200610,0.0
0003162722019091220200610,0.0
0003162792019091220200610,0.0
0003162862019091220200610,0.0
0003162952019091220200610,0.0
0003162732019091220200610,0.0
0003162802019091220200610,0.0
0003162872019091220200610,0.0
0003162962019091220200610,0.0
0003162742019091220200610,0.0
0003162812019091220200610,0.0
0003162882019091220200610,0.0
0003162972019091220200610,0.0
0003162892019091220200610,0.0
0003169092019091220200610,0.0
0003169182019091220200610,0.0
0003169272019091220200610,0.0
0003169142019091220200610,0.0
0003169322019091220200610,0.0
0003169192019091220200610,0.0
0003169102019091220200610,0.0
0003169202019091220200610,0.0
0003169282019091220200610,0.0
0003169152019091220200610,0.0
0003169332019091220200610,0.0
0003169212019091220200610,0.0
0003169112019091220200610,0.0
0003169222019091220200610,0.0
0003169292019091220200610,0.0
0003169162019091220200610,0.0
0003169342019091220200610,0.0
0003169232019091220200610,0.0
0003169122019091220200610,0.0
0003169242019091220200610,0.0
0003169302019091220200610,0.0
0003169172019091220200610,0.0
0003169352019091220200610,0.0
0003169262019091220200610,0.0
0003169132019091220200610,0.0
0003169252019091220200610,0.0
0003169312019091220200610,0.0
0003160022019091220200610,0.0
0003160412019091220200610,0.0
0003160812019091220200610,0.0
0003160822019091220200610,0.0
0003159812019091220200610,-2.0
0003159822019091220200610,0.0
0003159832019091220200610,4.0
0003159842019091220200610,-1.0
0003159852019091220200610,1.0
0003159862019091220200610,1.0
0003159872019091220200610,1.0
0003159882019091220200610,10.0
0003159892019091220200610,1.0
0003159902019091220200610,-3.0
0003159912019091220200610,3.0
0003159922019091220200610,2.0
0003159932019091220200610,0.0
0003159942019091220200610,4.0
0003159952019091220200610,4.0
0003159962019091220200610,4.0
0003159972019091220200610,1.0
0003159982019091220200610,0.0
0003170382019091220200610,0.0
0003168952019091220200610,12.0
0003168962019091220200610,8.0
0003168972019091220200610,12.0
0003168982019091220200610,8.0
0003168992019091220200610,31.0
0003169002019091220200610,23.0
0003169012019091220200610,18.0
0003169022019091220200610,20.0
0003169032019091220200610,11.0
0003169042019091220200610,13.0
0003169052019091220200610,15.0
0003169062019091220200610,16.0
0003169072019091220200610,12.0
0003169082019091220200610,10.0
0003168572019091220200610,0.0
0003168582019091220200610,0.0
0003168592019091220200610,0.0
0003168602019091220200610,0.0
0003168612019091220200610,0.0
0003168622019091220200610,0.0
0003168632019091220200610,0.0
0003168642019091220200610,0.0
0003168652019091220200610,0.0
0003168662019091220200610,0.0
0003168672019091220200610,0.0
0003168682019091220200610,0.0
0003168692019091220200610,0.0
0003168702019091220200610,0.0
0003168712019091220200610,0.0
0003168722019091220200610,0.0
0003168732019091220200610,0.0
0003183812019091220200610,0.0
0003184282019091220200610,0.0
0003184292019091220200610,0.0
0003184302019091220200610,0.0
0003184222019091220200610,0.0
0003184232019091220200610,0.0
0003184242019091220200610,0.0
0003184252019091220200610,0.0
0003184262019091220200610,0.0
0003184272019091220200610,0.0
0003184382019091220200610,0.0
0003184402019091220200610,0.0
0003184312019091220200610,0.0
0003184322019091220200610,0.0
0003184332019091220200610,0.0
0003184342019091220200610,0.0
0003184352019091220200610,0.0
0003184362019091220200610,0.0
0003170062019091220200610,0.0
0003161562019091220200610,0.0
0003170032019091220200610,0.0
0003160662019091220200610,0.0
0003160992019091220200610,0.0
0003160672019091220200610,0.0
0003161002019091220200610,0.0
0003160682019091220200610,0.0
0003161012019091220200610,0.0
0003160692019091220200610,0.0
0003161022019091220200610,0.0
0003160702019091220200610,0.0
0003161032019091220200610,0.0
0003160712019091220200610,0.0
0003161042019091220200610,0.0
0003160722019091220200610,0.0
0003161052019091220200610,0.0
0003160732019091220200610,0.0
0003161062019091220200610,0.0
0003160742019091220200610,0.0
0003161072019091220200610,0.0
0003160752019091220200610,0.0
0003161082019091220200610,0.0
0003160762019091220200610,0.0
0003161092019091220200610,0.0
0003160772019091220200610,0.0
0003161102019091220200610,0.0
0003160782019091220200610,0.0
0003161112019091220200610,0.0
0003160792019091220200610,0.0
0003161122019091220200610,0.0
0003160802019091220200610,0.0
0003161132019091220200610,0.0
0003160422019091220200610,0.0
0003168262019091220200610,0.0
0003168272019091220200610,0.0
0003168282019091220200610,0.0
0003168292019091220200610,0.0
0003168302019091220200610,0.0
0003168312019091220200610,0.0
0003168322019091220200610,0.0
0003168332019091220200610,0.0
0003168342019091220200610,0.0
0003168352019091220200610,0.0
0003168362019091220200610,0.0
0003168372019091220200610,0.0
0003168382019091220200610,0.0
0003168392019091220200610,0.0
0003168402019091220200610,0.0
0003160502019091220200610,0.0
0003160852019091220200610,0.0
0003160512019091220200610,0.0
0003160862019091220200610,0.0
0003160522019091220200610,0.0
0003160872019091220200610,0.0
0003160532019091220200610,0.0
0003160882019091220200610,0.0
0003160542019091220200610,0.0
0003160892019091220200610,0.0
0003160552019091220200610,0.0
0003160902019091220200610,0.0
0003160562019091220200610,0.0
0003160912019091220200610,0.0
0003160572019091220200610,0.0
0003160922019091220200610,0.0
0003160582019091220200610,0.0
0003160932019091220200610,0.0
0003160592019091220200610,0.0
0003160942019091220200610,0.0
0003160602019091220200610,0.0
0003160952019091220200610,0.0
0003160612019091220200610,0.0
0003160962019091220200610,0.0
0003160622019091220200610,0.0
0003160972019091220200610,0.0
0003160632019091220200610,0.0
0003160982019091220200610,0.0
0003160642019091220200610,0.0
0003160652019091220200610,0.0
0003162002019091220200610,0.0
0003170362019091220200610,0.0
0003168002019091220200610,0.0
0003167952019091220200610,0.0
0003168012019091220200610,0.0
0003168022019091220200610,0.0
0003167962019091220200610,0.0
0003168032019091220200610,0.0
0003168042019091220200610,0.0
0003167972019091220200610,0.0
0003168052019091220200610,0.0
0003168062019091220200610,0.0
0003167982019091220200610,0.0
0003168072019091220200610,0.0
0003168082019091220200610,0.0
0003167992019091220200610,0.0
0003168092019091220200610,0.0
0003184442019091220200610,0.0
0003184412019091220200610,0.0
0003184042019091220200610,0.0
0003184062019091220200610,0.0
0003184082019091220200610,0.0
0003184372019091220200610,0.0
0003184392019091220200610,0.0
